author_keywords,citation_count,eid,length_of_abstract,publication_year,refcount,sub_type,subject_areas
"chitosan,nanoparticle,oily skin,proretinal,seborrhea,sebum",5,2-s2.0-85077903475,250,2020,21,ar,MEDI
"Carboplatin,Chemotherapy-induced nausea and/or vomiting (CINV),Ginger,Nausea",12,2-s2.0-85076528498,248,2020,31,ar,MEDI
"Consumption pattern,Eating behavior,Ingestion rate,Sticky rice,Thailand,White rice",26,2-s2.0-85073953485,258,2020,31,ar,ENVI
"Consumption pattern,Eating behavior,Ingestion rate,Sticky rice,Thailand,White rice",26,2-s2.0-85073953485,258,2020,31,ar,EART
"CH4,Feedstuff,Fermentation,Global warming,Plant by-product,Rumen",3,2-s2.0-85069880826,200,2020,28,re,AGRI
"CTNNB1,immunohistochemistry,medulloblastoma,molecular subtype",12,2-s2.0-85069540117,258,2020,19,ar,MEDI
"CTNNB1,immunohistochemistry,medulloblastoma,molecular subtype",12,2-s2.0-85069540117,258,2020,19,ar,HEAL
"Circle-fitting,K-means,MmWave,Object estimation,Radar sensor",1,2-s2.0-85090258788,173,2020,18,ar,ENGI
"Business process outsourcing,Information technology outsourcing,Outsourcing contract duration,Outsourcing performance",2,2-s2.0-85090258666,213,2020,109,re,ENGI
"aluminum-air battery,corrosion,dual-electrolyte,ethanol,ethylene glycol,flow battery,specific capacity",11,2-s2.0-85089438701,254,2020,47,ar,ENER
"aluminum-air battery,corrosion,dual-electrolyte,ethanol,ethylene glycol,flow battery,specific capacity",11,2-s2.0-85089438701,254,2020,47,ar,ECON
"Fuel cell,Hydrogen and electric vehicles,Off-grid charging station,Robust optimization,Solar power,Water electrolyzer",51,2-s2.0-85087052540,213,2020,43,ar,ENER
"Fuel cell,Hydrogen and electric vehicles,Off-grid charging station,Robust optimization,Solar power,Water electrolyzer",51,2-s2.0-85087052540,213,2020,43,ar,PHYS
"Complexation,Dexamethasone,Hydrolysis,Porcine pancreatic α-amylase,γ-Cyclodextrin",5,2-s2.0-85086445417,146,2020,31,ar,PHAR
"Alternating hemiplegia of childhood,ATP1A3,Epilepsy,Epileptic encephalopathy,Hemiplegia-hemiconvulsion-epilepsy syndrome,Neurogeneration with brain iron accumulation",8,2-s2.0-85086052581,203,2020,34,ar,BIOC
"lactitol,maltitol,molecular dynamics simulation,sweet taste receptor,TAS1R2/TAS1R3",21,2-s2.0-85089612313,214,2020,57,ar,CHEM
"lactitol,maltitol,molecular dynamics simulation,sweet taste receptor,TAS1R2/TAS1R3",21,2-s2.0-85089612313,214,2020,57,ar,AGRI
"Developing country,Education,Medical professionals,Parkinson's disease,Underserved region",2,2-s2.0-85088851412,281,2020,18,ar,SOCI
"Children,Esophageal atresia,Gastroesophageal reflux disease,Impedance pH study,Symptom association,Video",2,2-s2.0-85089803209,257,2020,20,ar,MEDI
"composite,electrical properties,morphology",3,2-s2.0-85087342701,153,2020,56,ar,MATE
"composite,electrical properties,morphology",3,2-s2.0-85087342701,153,2020,56,ar,PHYS
"composite,electrical properties,morphology",3,2-s2.0-85087342701,153,2020,56,ar,ENGI
"Activity pattern,Callosciurine squirrels,Human activity,Resource use,Southeast Asia,Tropical seasonal dry forest",1,2-s2.0-85089504833,234,2020,51,ar,AGRI
"Aloe vera,Hepatic inflammation,Hepatocyte apoptosis,Non-alcoholic steatohepatitis,Oxidative stress,Peroxisome proliferator-activated receptor",21,2-s2.0-85089228968,290,2020,44,ar,MEDI
"High blends for CO2 reduction,Mesoporous materials,Supported Pd catalysts,Surface characterization,Upgrading of biodiesel fuel",17,2-s2.0-85086742237,207,2020,58,ar,CENG
"Burma,Damarchus,Neotype,Tenasserim,Wishbone spider",1,2-s2.0-85090838197,109,2020,23,ar,AGRI
"green consumption,green food,green products purchase intention,purchase intention,structural equating modeling,theory of planned behavior",33,2-s2.0-85089236537,158,2020,71,ar,PSYC
"Clinical trials,Depression & mood disorders,pain management",6,2-s2.0-85088677773,346,2020,75,ar,MEDI
"biocompatible composite,cell hibernation,cell transplant,solid environment,xenograft",8,2-s2.0-85089266505,191,2020,55,ar,MATE
"biocompatible composite,cell hibernation,cell transplant,solid environment,xenograft",8,2-s2.0-85089266505,191,2020,55,ar,CHEM
"biocompatible composite,cell hibernation,cell transplant,solid environment,xenograft",8,2-s2.0-85089266505,191,2020,55,ar,ENGI
"biocompatible composite,cell hibernation,cell transplant,solid environment,xenograft",8,2-s2.0-85089266505,191,2020,55,ar,MEDI
"Backward elimination,Genetic algorithm,Modified depth-first search (DFS),Multilayer perceptron neural network (MLP),Particulate matter (PM10) forecast",17,2-s2.0-85083437738,147,2020,41,ar,ENVI
"Dyscophellus phraxanor,Ectoparasitoid,Gregarious,Myristicaceae,Virola",1,2-s2.0-85091477973,59,2020,20,ar,AGRI
"machine reading comprehension,Natural language processing",3,2-s2.0-85090920685,172,2020,21,cp,COMP
"Clustering,regression,video view prediction,YouTube",4,2-s2.0-85090917698,268,2020,19,cp,COMP
"Deep learning,natural language processing,stock prediction",5,2-s2.0-85090909854,163,2020,15,cp,COMP
"design pattern,maintainability,MVVM,objective-C",0,2-s2.0-85090892248,234,2020,7,cp,COMP
"Angiodysplasia,classification,deep learning,segmentation",3,2-s2.0-85090888308,182,2020,15,cp,COMP
"asymmetric loss function,attention mechanism,deep learning,long short-term memory,Power consumption forecasting,renewable energy factor",0,2-s2.0-85090879037,210,2020,22,cp,COMP
"Ethanol steam reforming,Hydrogen production,Process simulation,Sorption enhanced chemical looping reforming",9,2-s2.0-85063761031,160,2020,35,ar,ENER
"Ethanol steam reforming,Hydrogen production,Process simulation,Sorption enhanced chemical looping reforming",9,2-s2.0-85063761031,160,2020,35,ar,PHYS
"62P05,Binomial model,black–schole model,option pricing",2,2-s2.0-85063441646,101,2020,19,ar,MATH
"aerosol optical depth,angstrom exponent,biomass burning season,Pb isotope ratios,PM2.5,trace element",30,2-s2.0-85089011910,382,2020,99,ar,EART
"amperometry,biosensing,electrochemical assays,Enzyme activity,marine Vibrio harveyi,N-acetyl-β-D-glucosaminide,β-N-acetylglucosaminidase",1,2-s2.0-85090123420,162,2020,42,ar,PHYS
"amperometry,biosensing,electrochemical assays,Enzyme activity,marine Vibrio harveyi,N-acetyl-β-D-glucosaminide,β-N-acetylglucosaminidase",1,2-s2.0-85090123420,162,2020,42,ar,ENGI
"Gel-based electrolyte,Nafion,Paraquat,Polyvinyl alcohol,Ready-to-use sensor,Screen-printed graphene electrode",14,2-s2.0-85083741965,190,2020,38,ar,MATE
"Gel-based electrolyte,Nafion,Paraquat,Polyvinyl alcohol,Ready-to-use sensor,Screen-printed graphene electrode",14,2-s2.0-85083741965,190,2020,38,ar,PHYS
"Gel-based electrolyte,Nafion,Paraquat,Polyvinyl alcohol,Ready-to-use sensor,Screen-printed graphene electrode",14,2-s2.0-85083741965,190,2020,38,ar,ENGI
"Lignin degradation,Marcasite waste,Microstructure,Pyrite FeS2/TiO2 photocatalyst,Semiconductors,Wastewater treatment",4,2-s2.0-85083296795,117,2020,12,ar,MATE
"Lignin degradation,Marcasite waste,Microstructure,Pyrite FeS2/TiO2 photocatalyst,Semiconductors,Wastewater treatment",4,2-s2.0-85083296795,117,2020,12,ar,PHYS
"Lignin degradation,Marcasite waste,Microstructure,Pyrite FeS2/TiO2 photocatalyst,Semiconductors,Wastewater treatment",4,2-s2.0-85083296795,117,2020,12,ar,ENGI
"Fibre reinforced polymer,Jute,Natural fibre,Reinforced concrete beam,Shear capacity,Strengthening",46,2-s2.0-85082879133,149,2020,37,ar,MATE
"Fibre reinforced polymer,Jute,Natural fibre,Reinforced concrete beam,Shear capacity,Strengthening",46,2-s2.0-85082879133,149,2020,37,ar,ENGI
"geochemistry,Loei Fold Belt,petrology,Thailand,volcanic rock",5,2-s2.0-85088805077,223,2020,85,ar,EART
"However, most toxicities are manageable and rarely cause mortality. , a uniform toxicity assessment is crucial for monitoring adverse events and improving experience in patients receiving cd19 car t cells,Toxicity burdens in dlbcl patients treated with car t cells are high",53,2-s2.0-85088255538,249,2020,29,ar,MEDI
"Acute kidney injury,Epidemiology,Intensive care unit,Laos",12,2-s2.0-85088028328,251,2020,27,ar,MEDI
"Additive manufacturing,Elongation,Nitrogen solid solution,Tensile strength,Titanium",17,2-s2.0-85086391439,64,2020,21,ar,MATE
"Additive manufacturing,Elongation,Nitrogen solid solution,Tensile strength,Titanium",17,2-s2.0-85086391439,64,2020,21,ar,PHYS
"Additive manufacturing,Elongation,Nitrogen solid solution,Tensile strength,Titanium",17,2-s2.0-85086391439,64,2020,21,ar,ENGI
"Fluorescence Spectroscopy,Hands-On Learning/Manipulatives,Interdisciplinary/Multidisciplinary,Mechanism of Reactions,Molecular Recognition,NMR Spectroscopy,Organic Chemistry,Synthesis,Upper-Division Undergraduate,UV-vis Spectroscopy",2,2-s2.0-85082312092,161,2020,77,ar,CHEM
"Fluorescence Spectroscopy,Hands-On Learning/Manipulatives,Interdisciplinary/Multidisciplinary,Mechanism of Reactions,Molecular Recognition,NMR Spectroscopy,Organic Chemistry,Synthesis,Upper-Division Undergraduate,UV-vis Spectroscopy",2,2-s2.0-85082312092,161,2020,77,ar,SOCI
"Feline morbillivirus,Fusion, Hemagglutinin,Phosphoprotein,Selective pressure analysis,Urine",7,2-s2.0-85088025820,217,2020,35,ar,VETE
"CMS,Disappearing tracks,Physics",54,2-s2.0-85085763414,231,2020,50,ar,PHYS
"Capsaicin,Chitosan,DDSolver,In vitro Release,Kinetics,Nanoparticles",5,2-s2.0-85090650356,214,2020,11,ar,PHAR
"6L0WPAN,BitTorrent,Data dissemination,RPL,Wireless Sensor Networks",0,2-s2.0-85090918748,105,2020,20,cp,COMP
"Border hospital,Patient delay,Tuberculosis",0,2-s2.0-85087689020,238,2020,19,ar,MEDI
"African swine fever,Asia,Pigs,Virus",27,2-s2.0-85088538888,223,2020,79,re,VETE
"African swine fever,Asia,Pigs,Virus",27,2-s2.0-85088538888,223,2020,79,re,AGRI
"Catechol,Cell viability,Crosslinking,Crude proteins,Horsegram",8,2-s2.0-85085565853,212,2020,57,ar,PHYS
"Catechol,Cell viability,Crosslinking,Crude proteins,Horsegram",8,2-s2.0-85085565853,212,2020,57,ar,CHEM
"Catechol,Cell viability,Crosslinking,Crude proteins,Horsegram",8,2-s2.0-85085565853,212,2020,57,ar,MATE
"Industrial isolate,Molecular markers,Oedogonium,Periphyton",1,2-s2.0-85088618141,214,2020,18,ar,AGRI
"biosurfactant characterization,biosurfactant production,glycolipids,immobilization,lactic acid bacteria",9,2-s2.0-85088428072,358,2020,42,ar,BIOC
"biosurfactant characterization,biosurfactant production,glycolipids,immobilization,lactic acid bacteria",9,2-s2.0-85088428072,358,2020,42,ar,CENG
"biosurfactant characterization,biosurfactant production,glycolipids,immobilization,lactic acid bacteria",9,2-s2.0-85088428072,358,2020,42,ar,MEDI
"biosurfactant characterization,biosurfactant production,glycolipids,immobilization,lactic acid bacteria",9,2-s2.0-85088428072,358,2020,42,ar,ENGI
"Forced displacement,mobilities,return migration,Timor-Leste (East Timor),translocality",1,2-s2.0-85083556656,201,2020,46,ar,SOCI
"3D motion analysis,accelerometer,dynamic balance,mobile application,posturography",4,2-s2.0-85064744511,197,2020,21,ar,HEAL
"Fragmented QRS,mortality,primary percutaneous coronary intervention,reperfusion failure,ST-elevation myocardial infarction,thrombolytic therapy",3,2-s2.0-85063866358,249,2020,43,ar,MEDI
"green chemistry,recycle,scalability,sorafenib,Unsymmetrical ureas",8,2-s2.0-85089955954,169,2020,58,le,CHEM
"green chemistry,recycle,scalability,sorafenib,Unsymmetrical ureas",8,2-s2.0-85089955954,169,2020,58,le,ENVI
"exotropic drift,recession and resection,Sensory exotropia,unilateral surgery",1,2-s2.0-85088949172,328,2020,20,ar,MEDI
"Cancer treatment,Chemoradiotherapy,Gold nanoparticles,Liposomes,Low energy electrons,Platinum drugs,Radioenhancement,Radiosensitization",14,2-s2.0-85088015094,180,2020,54,ar,CENG
"Cancer treatment,Chemoradiotherapy,Gold nanoparticles,Liposomes,Low energy electrons,Platinum drugs,Radioenhancement,Radiosensitization",14,2-s2.0-85088015094,180,2020,54,ar,BIOC
"Cancer treatment,Chemoradiotherapy,Gold nanoparticles,Liposomes,Low energy electrons,Platinum drugs,Radioenhancement,Radiosensitization",14,2-s2.0-85088015094,180,2020,54,ar,CHEM
"Cancer treatment,Chemoradiotherapy,Gold nanoparticles,Liposomes,Low energy electrons,Platinum drugs,Radioenhancement,Radiosensitization",14,2-s2.0-85088015094,180,2020,54,ar,COMP
"access,ASEAN,expanded program in immunization,health technology assessment,national immunization program,Vaccine",1,2-s2.0-85087348270,157,2020,90,ar,MEDI
"access,ASEAN,expanded program in immunization,health technology assessment,national immunization program,Vaccine",1,2-s2.0-85087348270,157,2020,90,ar,IMMU
"access,ASEAN,expanded program in immunization,health technology assessment,national immunization program,Vaccine",1,2-s2.0-85087348270,157,2020,90,ar,PHAR
"HIV,nucleoside reverse transcriptase inhibitors,nucleotide reverse transcriptase inhibitor,pharmacokinetics",4,2-s2.0-85086860265,210,2020,116,re,PHAR
"EGFR,H-score,immunohistochemistry,laryngeal squamous cell carcinoma,prognostic factor,receiver operating characteristic curve",2,2-s2.0-85081929690,210,2020,15,ar,MEDI
"Anorthite,biodental-medical porcelain,eggshells,flux,porcelain,slip casting",2,2-s2.0-85076420325,188,2020,21,ar,MATE
"Anorthite,biodental-medical porcelain,eggshells,flux,porcelain,slip casting",2,2-s2.0-85076420325,188,2020,21,ar,PHYS
"Anorthite,biodental-medical porcelain,eggshells,flux,porcelain,slip casting",2,2-s2.0-85076420325,188,2020,21,ar,ENGI
"Liquefaction,Microtremor,Shear Wave Velocity,Site Classification,Spectral Analysis of Surface Wave",37,2-s2.0-85046683437,105,2020,55,ar,ENGI
"Liquefaction,Microtremor,Shear Wave Velocity,Site Classification,Spectral Analysis of Surface Wave",37,2-s2.0-85046683437,105,2020,55,ar,EART
"Academic writing,Error analysis,Grammatical errors,Thai EFL students,Writing errors",8,2-s2.0-85117108726,265,2020,36,ar,ARTS
"Academic writing,Error analysis,Grammatical errors,Thai EFL students,Writing errors",8,2-s2.0-85117108726,265,2020,36,ar,SOCI
"Cholangiocarcinoma cell line,Glycitein,Isoflavone,Mass spectrometry,Proteomics",0,2-s2.0-85114360814,211,2020,51,ar,MEDI
"Malaria,Migrants,Thailand,Yala",1,2-s2.0-85114359549,481,2020,25,ar,MEDI
"Adults,Associated factors,Dengue infection,Severe dengue",0,2-s2.0-85114358750,308,2020,27,ar,MEDI
"Collocates,Meanings,Near-synonyms",11,2-s2.0-85105336789,180,2020,21,ar,SOCI
"Collocates,Meanings,Near-synonyms",11,2-s2.0-85105336789,180,2020,21,ar,ARTS
"Conservation,Development,Integrated planning,Krung rattanakosin,Master plan,Participatory process",5,2-s2.0-85101937087,144,2020,20,ar,ARTS
"Conservation,Development,Integrated planning,Krung rattanakosin,Master plan,Participatory process",5,2-s2.0-85101937087,144,2020,20,ar,SOCI
"Conservation,Development,Integrated planning,Krung rattanakosin,Master plan,Participatory process",5,2-s2.0-85101937087,144,2020,20,ar,ENVI
"Community development,Disaster education,Disaster prevention,Hua takhe community,Informal learning",2,2-s2.0-85101904093,198,2020,21,re,ARTS
"Community development,Disaster education,Disaster prevention,Hua takhe community,Informal learning",2,2-s2.0-85101904093,198,2020,21,re,SOCI
"Community development,Disaster education,Disaster prevention,Hua takhe community,Informal learning",2,2-s2.0-85101904093,198,2020,21,re,ENVI
"Computer simulation,Energy use,Senior centers,Thermal comfort,Winter",1,2-s2.0-85101903734,154,2020,53,ar,ARTS
"Computer simulation,Energy use,Senior centers,Thermal comfort,Winter",1,2-s2.0-85101903734,154,2020,53,ar,SOCI
"Computer simulation,Energy use,Senior centers,Thermal comfort,Winter",1,2-s2.0-85101903734,154,2020,53,ar,ENVI
"Bangkok historic area,Historic urban landscape,Urban heritage",5,2-s2.0-85101901179,112,2020,21,ar,ARTS
"Bangkok historic area,Historic urban landscape,Urban heritage",5,2-s2.0-85101901179,112,2020,21,ar,SOCI
"Bangkok historic area,Historic urban landscape,Urban heritage",5,2-s2.0-85101901179,112,2020,21,ar,ENVI
"Dengue fever,Dengue hemorrhagic fever,Genetic susceptibility,Hepatitis",0,2-s2.0-85097665321,260,2020,24,ar,MEDI
"Cross-cultural communication,Cultural differences,Intercultural communication",2,2-s2.0-85097021717,105,2020,30,ar,SOCI
"demographic and pathologic features,prevalence,Thailand,tongue lesions",2,2-s2.0-85095602797,273,2020,31,ar,DENT
"chronic,chronic,dialysis,government,gross domestic product,health,health expenditures,insurance,kidney failure,peritoneal dialysis,renal dialysis,renal insufficiency,renal replacement therapy,social security,Thailand,universal health insurance",31,2-s2.0-85092159942,0,2020,17,ar,MEDI
"incisor,molar,prism,scanning electron microscopy,Spalacidae",3,2-s2.0-85092038811,174,2020,42,ar,AGRI
"named-entity recognition,Neural networks,part-of-speech tagging",2,2-s2.0-85091874042,136,2020,38,ar,COMP
"Author profiling,forensic investigation,native language identification,stylometry,text classification",9,2-s2.0-85091855716,282,2020,49,ar,COMP
"Leak detection,Mobile applications,Personal information,Privacy",6,2-s2.0-85091486934,96,2020,27,cp,COMP
"Leak detection,Mobile applications,Personal information,Privacy",6,2-s2.0-85091486934,96,2020,27,cp,DECI
"Leak detection,Mobile applications,Personal information,Privacy",6,2-s2.0-85091486934,96,2020,27,cp,ENGI
"English as a foreign language (EFL),Intercultural communicative competence (ICC),International schools,Short stories,Thailand",0,2-s2.0-85091262480,207,2020,24,ar,ARTS
"English as a foreign language (EFL),Intercultural communicative competence (ICC),International schools,Short stories,Thailand",0,2-s2.0-85091262480,207,2020,24,ar,SOCI
"Compound words,English word stress,L1 Thai learners,L2 production,Suffixes,Word stress production",5,2-s2.0-85091259600,197,2020,65,ar,SOCI
"Compound words,English word stress,L1 Thai learners,L2 production,Suffixes,Word stress production",5,2-s2.0-85091259600,197,2020,65,ar,ARTS
"EFL students,English reading comprehension,Graphic novel,Reading motivation,Scaffolded reading experience",4,2-s2.0-85091250548,192,2020,32,ar,ARTS
"EFL students,English reading comprehension,Graphic novel,Reading motivation,Scaffolded reading experience",4,2-s2.0-85091250548,192,2020,32,ar,SOCI
"Business English,Corpus linguistics,Emails,Lexical bundles,Textbooks",2,2-s2.0-85091216026,188,2020,45,ar,ARTS
"Business English,Corpus linguistics,Emails,Lexical bundles,Textbooks",2,2-s2.0-85091216026,188,2020,45,ar,SOCI
"Oral repeated reading,Readers Theater,Reading aloud,Reading fluency,Reading prosody",2,2-s2.0-85091213888,123,2020,51,ar,ARTS
"Oral repeated reading,Readers Theater,Reading aloud,Reading fluency,Reading prosody",2,2-s2.0-85091213888,123,2020,51,ar,SOCI
"Academic writing,Non-proficient students,Scaffolding",4,2-s2.0-85091210487,168,2020,48,ar,ARTS
"Academic writing,Non-proficient students,Scaffolding",4,2-s2.0-85091210487,168,2020,48,ar,SOCI
"Copper(II) oxide,Electrochemical detection,Electrode,Screen printed carbon electrode(SPCE)",4,2-s2.0-85091030331,113,2020,13,cp,CENG
"Copper(II) oxide,Electrochemical detection,Electrode,Screen printed carbon electrode(SPCE)",4,2-s2.0-85091030331,113,2020,13,cp,ENGI
"Copper(II) oxide,Electrochemical detection,Electrode,Screen printed carbon electrode(SPCE)",4,2-s2.0-85091030331,113,2020,13,cp,MATE
"Copper(II) oxide,Electrochemical detection,Electrode,Screen printed carbon electrode(SPCE)",4,2-s2.0-85091030331,113,2020,13,cp,PHYS
"Beta-cardiotoxin,Cardiomyocyte,Cytotoxicity,King cobra,Purification",7,2-s2.0-85090851520,297,2020,34,ar,IMMU
"Beta-cardiotoxin,Cardiomyocyte,Cytotoxicity,King cobra,Purification",7,2-s2.0-85090851520,297,2020,34,ar,AGRI
"Beta-cardiotoxin,Cardiomyocyte,Cytotoxicity,King cobra,Purification",7,2-s2.0-85090851520,297,2020,34,ar,PHAR
"Beta-cardiotoxin,Cardiomyocyte,Cytotoxicity,King cobra,Purification",7,2-s2.0-85090851520,297,2020,34,ar,MEDI
"Identifying misinformation,Misinformation,Online social network,Support vector machine",4,2-s2.0-85090849958,164,2020,37,ar,ENGI
"Identifying misinformation,Misinformation,Online social network,Support vector machine",4,2-s2.0-85090849958,164,2020,37,ar,COMP
"Biomass conversion,Decarbonylation,Furfural,Palladium nanoparticle catalyst,Photo-assisted deposition method,Titanium oxide support",1,2-s2.0-85090830351,160,2020,29,ar,ENER
"Acemannan,Biomaterial,Implantable material,Tissue regeneration,Vital pulp therapy",17,2-s2.0-85090728675,210,2020,43,ar,PHAR
"Antidiabetes,Antioxidant,Ceriops tagal,East Kalimantan,Ethnopharmacology",5,2-s2.0-85090638642,197,2020,29,ar,CHEM
"Antidiabetes,Antioxidant,Ceriops tagal,East Kalimantan,Ethnopharmacology",5,2-s2.0-85090638642,197,2020,29,ar,BIOC
"Antidiabetes,Antioxidant,Ceriops tagal,East Kalimantan,Ethnopharmacology",5,2-s2.0-85090638642,197,2020,29,ar,CENG
"Antidiabetes,Antioxidant,Ceriops tagal,East Kalimantan,Ethnopharmacology",5,2-s2.0-85090638642,197,2020,29,ar,ENER
"Antidiabetes,Antioxidant,Ceriops tagal,East Kalimantan,Ethnopharmacology",5,2-s2.0-85090638642,197,2020,29,ar,PHAR
"Consensus,Delphi technique,Focus groups,Nursing research",3,2-s2.0-85090617881,241,2020,28,ar,NURS
"Islam in Thailand,Patani,Pattani,Salafi,Southern Thailand,Tablighi Jama’at,Transnational Islamic movements",6,2-s2.0-85090616225,183,2020,54,ar,SOCI
"Chronic low back pain,Cross-cultural adaptation,Pain catastrophizing,Reliability,Validity",1,2-s2.0-85090533174,229,2020,59,ar,MEDI
"Diabetes patient,Mobile application,Primary health care",0,2-s2.0-85090485310,242,2020,17,ar,PHAR
"cloud computing,containers,live migration",10,2-s2.0-85090266576,157,2020,45,cp,COMP
"cloud computing,containers,live migration",10,2-s2.0-85090266576,157,2020,45,cp,ENGI
"Adverse events,Anesthesia,Incident report,Multicentered study,Neuroanesthesia",0,2-s2.0-85090251615,286,2020,24,ar,MEDI
"Functionality,Humoral immune response,Maternal immunization,Pertussis,Pregnancy",33,2-s2.0-85090067522,264,2020,36,ar,MEDI
"COVID-19,Esophageal motility disorders,Gastrointestinal diseases,Gastrointestinal motility,Infection control",8,2-s2.0-85089882839,260,2020,46,re,MEDI
"Chemotherapy,Cytoreductive surgery,Gynecologic oncologist,Recurrent ovarian cancer,Survey",2,2-s2.0-85089848324,254,2020,29,ar,MEDI
"Biopharmaceuticals,Molecular farming,Nicotiana,Plant production system,Plant-derived protein,Recombinant protein,Transient expression",107,2-s2.0-85089441197,205,2020,136,re,AGRI
"Biopharmaceuticals,Molecular farming,Nicotiana,Plant production system,Plant-derived protein,Recombinant protein,Transient expression",107,2-s2.0-85089441197,205,2020,136,re,ENVI
"Amplified fragment length polymorphism,Curcuma,phylogenetic relationship",2,2-s2.0-85089308543,272,2020,22,ar,PHAR
"Hadron-Hadron scattering (experiments),Heavy-ion collision,Jets",15,2-s2.0-85088976873,186,2020,59,ar,PHYS
"Attitude to sustainability,Entrepreneurial intention,Entrepreneurial orientation,International entrepreneurship,Internationalization",13,2-s2.0-85088839883,119,2020,160,ar,COMP
"Attitude to sustainability,Entrepreneurial intention,Entrepreneurial orientation,International entrepreneurship,Internationalization",13,2-s2.0-85088839883,119,2020,160,ar,SOCI
"Attitude to sustainability,Entrepreneurial intention,Entrepreneurial orientation,International entrepreneurship,Internationalization",13,2-s2.0-85088839883,119,2020,160,ar,ENER
"Attitude to sustainability,Entrepreneurial intention,Entrepreneurial orientation,International entrepreneurship,Internationalization",13,2-s2.0-85088839883,119,2020,160,ar,ENGI
"Attitude to sustainability,Entrepreneurial intention,Entrepreneurial orientation,International entrepreneurship,Internationalization",13,2-s2.0-85088839883,119,2020,160,ar,ENVI
"Compressive strength,Hybrid fibres,Polypropylene fibre,Steel fibre,Tensile strength,Ultra-high performance fibre reinforced concrete",16,2-s2.0-85088806032,124,2020,48,ar,ENGI
"Beyond Standard Model,Hadron-Hadron scattering (experiments),Higgs physics",49,2-s2.0-85088646665,176,2020,126,ar,PHYS
"Assam tea,Camellia sinensis,Catechins,Fermentation,Flavonoids,Polyphenols",6,2-s2.0-85088631887,219,2020,52,ar,SOCI
"Assam tea,Camellia sinensis,Catechins,Fermentation,Flavonoids,Polyphenols",6,2-s2.0-85088631887,219,2020,52,ar,ENER
"Assam tea,Camellia sinensis,Catechins,Fermentation,Flavonoids,Polyphenols",6,2-s2.0-85088631887,219,2020,52,ar,ENVI
"Biogas,Biomethane,Carbon molecular sieve,Pressure swing adsorption,Simulation",9,2-s2.0-85088625830,318,2020,23,ar,MATE
"Biogas,Biomethane,Carbon molecular sieve,Pressure swing adsorption,Simulation",9,2-s2.0-85088625830,318,2020,23,ar,PHYS
"Biogas,Biomethane,Carbon molecular sieve,Pressure swing adsorption,Simulation",9,2-s2.0-85088625830,318,2020,23,ar,ENGI
"Biogas,Biomethane,Carbon molecular sieve,Pressure swing adsorption,Simulation",9,2-s2.0-85088625830,318,2020,23,ar,CENG
"Biogas,Biomethane,Carbon molecular sieve,Pressure swing adsorption,Simulation",9,2-s2.0-85088625830,318,2020,23,ar,COMP
"Ovarian cancer,Platinum chemotherapy,Polymorphisms",2,2-s2.0-85088625053,178,2020,15,ar,MEDI
"Ovarian cancer,Platinum chemotherapy,Polymorphisms",2,2-s2.0-85088625053,178,2020,15,ar,BIOC
"adolescents,antiretroviral therapy,children,HIV,integrase inhibitors,raltegravir,third-line",4,2-s2.0-85088566323,386,2020,15,ar,MEDI
"Hadron-Hadron scattering (experiments),Jets,Top physics",22,2-s2.0-85088526760,238,2020,67,ar,PHYS
"Collagen,Cutaneous wound,Hybrid,In vitro,In vivo,Silk fibroin",37,2-s2.0-85088517758,232,2020,77,re,MATE
"Collagen,Cutaneous wound,Hybrid,In vitro,In vivo,Silk fibroin",37,2-s2.0-85088517758,232,2020,77,re,PHYS
"Agricultural science,Arsenic,Biochar,Chemistry,Cow-manure,Engineering,Environmental science,Gold mine tailing,Manganese,Napier grass",16,2-s2.0-85088515805,308,2020,43,ar,MULT
"empirical Bayes variable selection,genome-wide association studies,iterated conditional modes/medians,logistic regression,single nucleotide polymorphism",1,2-s2.0-85088487781,239,2020,16,ar,MATH
"empirical Bayes variable selection,genome-wide association studies,iterated conditional modes/medians,logistic regression,single nucleotide polymorphism",1,2-s2.0-85088487781,239,2020,16,ar,BIOC
"empirical Bayes variable selection,genome-wide association studies,iterated conditional modes/medians,logistic regression,single nucleotide polymorphism",1,2-s2.0-85088487781,239,2020,16,ar,COMP
"dynamics,Motion planning,optimization,redundant robots",0,2-s2.0-85088383072,172,2020,22,ar,COMP
"Hadron-Hadron scattering (experiments),Heavy-ion collision,Photon production",6,2-s2.0-85088163145,155,2020,44,ar,PHYS
"atrial fibrillation,bariatric,incidence,obesity,prevalence,surgery",10,2-s2.0-85087754326,261,2020,55,ar,MEDI
"Consensus development study,Core outcome set,Hypertension in pregnancy,Outcome measure,Pre-eclampsia,Randomised controlled trials",7,2-s2.0-85087746870,200,2020,59,ar,MEDI
"12-Valent pneumococcal conjugate vaccine,Immunogenicity,Infant,Safety,Streptococcus pneumoniae",2,2-s2.0-85087743001,280,2020,12,ar,MEDI
"12-Valent pneumococcal conjugate vaccine,Immunogenicity,Infant,Safety,Streptococcus pneumoniae",2,2-s2.0-85087743001,280,2020,12,ar,NURS
"central line-associated bloodstream infections,chlorhexidine patches,chlorhexidine-impregnated dressings,pediatric CLABSIs",3,2-s2.0-85087671549,279,2020,35,ar,MEDI
"4-hydroxy-2-quinolinone,Antibacterial,Antifungal,Structure-activity relationship",14,2-s2.0-85087661945,173,2020,39,ar,CHEM
