eid,subject_areas,publication_year,length_of_abstract,author_keywords,sub_type,citation_count,refcount 
2-s2.0-85087139295,MEDI,2020,0,"infectious diseases,pneumonia (infectious disease),pneumonia (respiratory medicine),radiology",ar,1,
2-s2.0-85087110919,MATE,2020,293,"additive,blend ratio,charge transport,nanoscale fullerene network,PTB7:PC71BM,solar cell",ar,6,69
2-s2.0-85087040056,"IMMU,MEDI",2020,196,"Antimalarials,Penetration,Red blood cell",ar,3,44
2-s2.0-85087691662,"CENG,ENER,CHEM,MATE,ENGI",2020,286,"chemical bonds,hybrid nanocomposite,NiMn-LDH,supercapacitor,Ti3C2MXene",ar,107,81
2-s2.0-85082108744,ENVI,2020,104,"Biohydrogen,DGGE,Energy,FISH,Molecular techniques",ar,30,51
2-s2.0-85087047105,AGRI,2020,103,"Braconidae,Braconinae,new species,Thailand,Trigastrotheca",ar,0,18
2-s2.0-85086693768,MEDI,2020,282,"Child health,Multilevel models,Multiple indicators cluster survey,Pakistan,Punjab,Stunting,Undernutrition",ar,11,63
2-s2.0-85074474124,MEDI,2020,288,"pollicization,radial longitudinal deficiency,radialization,thumb hypoplasia",ar,2,14
2-s2.0-85059045757,"CHEM,BIOC,AGRI",2020,99,"bisbibenzyl,Dendrobium scabrilingue,Orchidaceae,phenanthrene,α-glucosidase",ar,22,25
2-s2.0-85086523161,MEDI,2020,265,"Blood pressure variability,Circadian,Meta-analysis,Microbleed,White matter",ar,18,53
2-s2.0-85076863864,"COMP,MATH,DECI",2020,79,"Aggregative games techniques,Game theory,Mixed oligopoly,Privatisation,R&D",ar,14,50
2-s2.0-85087066600,"MATE,ENGI",2020,206,,cp,1,11
2-s2.0-85086825263,"ENVI,AGRI,ARTS,SOCI,EART",2020,239,"Central Asia,Hydroclimatic variation,Late holocene,Mid-latitude Westerlies,North Atlantic oscillation,Solar irradiance",ar,35,154
2-s2.0-85086805847,PHYS,2020,299,,cp,0,12
2-s2.0-85086804210,PHYS,2020,283,"DI and VMAT,SI,SRT",cp,0,12
2-s2.0-85086799976,PHYS,2020,253,"eye lens,Hp(0.07),Hp(10),Hp(3),nuclear medicine,OSLD",cp,3,7
2-s2.0-85086624644,MULT,2020,196,,ar,32,
2-s2.0-85085618543,BIOC,2020,140,"Acid hydrolysis,Crystallinity,Morphology,Nanocellulose,Sugarcane bagasse,Thermal stability",ar,7,23
2-s2.0-85085555859,BIOC,2020,124,"Antimicrobial activity,Hybrid filler,Morphological properties,Natural rubber composites,Rice husk silica,Shrimp shell chitosan,Water absorption",ar,6,25
2-s2.0-85084364011,"CHEM,CENG,PHYS",2020,136,"Fluorescent sensor,Methyl viologen,Photoinduced electron transfer (PET),Sodium dodecyl sulfate (SDS)",ar,10,55
2-s2.0-85083331246,"MATE,PHYS,CHEM",2020,239,"DL-menthol,Hydrophobicity,Liquid transition temperature mixture,Polarizing optical microscope,Thermophysical properties",ar,32,66
2-s2.0-85081014458,"CENG,ENER",2020,200,"cis-trans selectivity,Fatty acid methyl ester,Oxidative stability,Partial hydrogenation,Particle size,Pd/SiO2 catalyst",ar,15,59
2-s2.0-85086181365,"CENG,CHEM,MATE",2020,226,,ar,11,26
2-s2.0-85086792921,"HEAL,PHYS,MEDI",2020,150,,ar,5,18
2-s2.0-85086346415,"CHEM,AGRI",2020,159,"1-naphthaleneacetic acid,agrochemicals,coumarin-caged compounds,photocontrolled-release plant growth regulators,photoremovable protecting groups,plant root simulators",ar,7,82
2-s2.0-85083832485,PHYS,2020,227,"CMS,Dijets,Physics,Resonances",ar,14,89
2-s2.0-85083661454,PHYS,2020,142,"CMS,diphoton,Higgs",ar,81,26
2-s2.0-85080091737,ENVI,2020,200,"1D flexible framework,Adsorption mechanism,Breathing effect,Multi-solute adsorption,Optimized configuration",ar,49,52
2-s2.0-85087009960,"MEDI,IMMU",2020,267,"AMPK,endotoxin tolerance,Fc gamma receptor IIb,lupus,macrophage,phosphatidylethanolamine",ar,27,61
2-s2.0-85086356080,MEDI,2020,333,"Depression,Patient Health Questionnaire-9,Reliability,Screening,Stroke,Thai,Validity",ar,29,41
2-s2.0-85085878627,"CHEM,CENG",2020,77,,ar,6,45
2-s2.0-85084377756,BUSI,2020,265,"Brand equity,Brand performance measurement,SME,Thailand",ar,6,84
2-s2.0-85087285661,"ENER,ENVI",2020,202,"adsorption capacity,adsorption rate,CO2adsorption,heat duty for adsorbent regeneration,mesoporous silica",ar,13,63
2-s2.0-85086369711,"ENVI,EART",2020,243,,ar,16,113
2-s2.0-85091053585,"CHEM,CENG,ENGI",2020,205,,ar,8,51
2-s2.0-85086297374,MEDI,2020,228,"Injuries,Parachute,Paratroopers",ar,1,16
2-s2.0-85090209846,COMP,2020,144,"Flight Attendant,Image Processing,OCR,Personal Tracking Device,Sleep Quality Assessment",cp,0,21
2-s2.0-85080988950,"PHYS,CHEM,CENG",2020,222,"Colorimetric sensor,Intercalation,Polydiacetylene,Reversible thermochromism,Self-assembling",ar,19,49
2-s2.0-85078963686,"ENGI,MATE",2020,259,"Al3Zr,Diffusion migration energy barriers,First-principles calculations,Griffith work of fracture,Interfacial bonding strength,Phase transformation inhibition",ar,6,54
2-s2.0-85075464404,"CHEM,MATE",2020,165,"biocompatibility,biomaterials,gels",ar,7,49
2-s2.0-85090548665,"ARTS,SOCI",2020,251,,ch,7,126
2-s2.0-85086779900,"MEDI,IMMU",2020,174,"autoantibody,B cell receptor,collagen-induced arthritis,interferon,STING",ar,9,44
2-s2.0-85085994436,MEDI,2020,425,"Bat,Behavior,Consumption,Contact,Risk factors,Thailand",ar,7,31
2-s2.0-85086918941,"IMMU,BIOC,PHAR",2020,175,"dengue vaccine development,dengue vaccines in the clinical trial pipeline,Global threat of dengue,licensed dengue vaccine",re,2,50
2-s2.0-85086775938,"NEUR,MEDI",2020,210,"apomorphine infusion,developing countries,device-aided therapy,motor complications,Parkinson’s disease,Parkinson’s disease nurse specialists,specialist centers,Thailand,treatment accessibility",ar,4,88
2-s2.0-85071284324,"CHEM,CENG",2020,120,"Adsorption,Chromatography,Free lutein,Marigold,Modeling,Separation",ar,2,37
2-s2.0-85126432952,DENT,2020,244,"Carbon dioxide laser,Laser,Trigeminal neuralgia",ar,1,23
2-s2.0-85117849272,"AGRI,MATE,ENER",2020,113,"alm fa acid distillate,biodiesel,esterification,ex anded bed reactor.",ar,1,36
2-s2.0-85107184375,VETE,2020,220,"Hermaphroditism,Light microscopy,Morphology,Pig,Reproductive failure",ar,0,36
2-s2.0-85105961631,MEDI,2020,196,"Im-pingement,Radiographic,Rotator cuff,Shoulder pain,Supraspinatus tendon",ar,0,32
2-s2.0-85098686546,BUSI,2020,230,"Organizational Transformation,Readiness,Strategic Positioning,Thai Private University,University Transformation",ar,0,40
2-s2.0-85098276728,"ENGI,PHYS",2020,154,,ar,15,50
2-s2.0-85098167641,"MATH,AGRI,MULT",2020,300,"End-stage cancer patients receiving chemotherapy,Peaceful death,Peaceful end-of-life care program",ar,2,22
2-s2.0-85097035544,MEDI,2020,367,"Estrogen deficiency,Exercise,Genistein,Nonalcoholic steatohepatitis,Ovariectomized",ar,7,
2-s2.0-85096232908,CENG,2020,286,"Airlift reactor,Bubble column,Bubble hydrodynamic,Mass transfer,Solid media",ar,11,28
2-s2.0-85095773913,"COMP,DECI,ENGI,SOCI",2020,221,"BiLSTM,Criminal law,Decision tree,Deepcut,LSTM,Pre-trained word embeddings,SMOTE,Soft Voting,Thai Supreme Court,Word embedding,Word2Vec",cp,2,21
2-s2.0-85093666065,BIOC,2020,176,"Gastric,Gastrointestinal stromal tumor,Stomach",ar,0,27
2-s2.0-85093653249,BIOC,2020,176,"Covid-19,Favipiravir,Sars-cov-2",ar,3,8
2-s2.0-85093091903,PHYS,2020,207,,ar,9,54
2-s2.0-85092649698,"COMP,PHYS",2020,192,"carrier aggregation (CA),hybrid beamforming (HB),massive MIMO",cp,4,14
2-s2.0-85091934322,EART,2020,216,"Pseudorange Multipath,Satellite Selection Method,SPP",ar,2,19
2-s2.0-85091926458,MULT,2020,263,"Bioreporter,Escherichia coli,Freeze-dried bacteria,Genotoxicity,Pesticide",ar,1,40
2-s2.0-85091899387,MULT,2020,99,"Additive function,alternative equation,Jensen's functional equation",ar,2,10
2-s2.0-85091890109,MULT,2020,119,"Biosensors,DNA-based biosensors,Electrochemical detection,Enzymatic biosensors,Immuno-based biosensors,Optical detection",ar,12,57
2-s2.0-85091889483,"COMP,DECI,ENGI,PHYS",2020,180,"Anger Prediction,Call center dialogs,Emotion Recognition,Long Short-term Memory Networks,Machine Learning,Recurrent Neural Networks",cp,1,26
2-s2.0-85091887838,MULT,2020,151,"Acanthaceae,Antimicrobial activity,Endophytic actinobacteria,Phytopathogenic fungi",ar,9,40
2-s2.0-85091886142,"COMP,DECI,ENGI,PHYS",2020,174,"Cuff-less Blood Pressure Monitoring,Photoplethysmography,Pulse Arrival Time,Pulse Transit Time",cp,2,10
2-s2.0-85091875814,"COMP,DECI,ENGI,PHYS",2020,115,"artificial neural network,bayesian regularization,empirical mode decomposition,foreign exchange rate,machine learning,prediction,radial basis function neural network,stochastic time strength function,stochastic time strength neural network",cp,1,22
2-s2.0-85091873733,"COMP,DECI,ENGI,PHYS",2020,111,"Battery Energy storage system,Outage cost; Power generation cost,Renewable energy penetration,Spinning reserve",cp,5,8
2-s2.0-85091869952,"MATE,ENGI,MATH",2020,189,"Airlift reactor,Bubble distribution,Empirical correlation,Geometric similarity,Hydrodynamics,KLa coefficient,Multi-scale",ar,5,35
2-s2.0-85091869864,"COMP,DECI,ENGI,PHYS",2020,124,"2D laser scanner,gait assessment,gait training,LIDAR,wheeled walker",cp,1,9
2-s2.0-85091868761,"COMP,DECI,ENGI,PHYS",2020,170,"Centralized P2P Energy Trading,Continuous Double Auction (CDA),LV Distribution System,Pricing Mechanism,Prosumer Market",cp,12,9
2-s2.0-85091866628,"COMP,DECI,ENGI,PHYS",2020,145,"cloud base estimation,rectification,stereoscopic",cp,0,14
2-s2.0-85091858799,"COMP,DECI,ENGI,PHYS",2020,140,"microfluidic device,multilayer waveguide,optical waveguide sensor,photoreaction,water treatment",cp,0,17
2-s2.0-85091857402,"COMP,DECI,ENGI,PHYS",2020,144,"Conventional generation,Generation portfolio,Operating costs of conventional generation,Optimal renewable energy generation,Unit commitment",cp,1,6
2-s2.0-85091844509,"COMP,DECI,ENGI,PHYS",2020,125,"electric field,electrostatic force,particle liftoff,voltage polarity",cp,0,9
2-s2.0-85091842621,"COMP,DECI,ENGI,PHYS",2020,89,"18F-FDOPA,Compartment model,Dynamical Model,Parkinson's Disease,PET/CT imaging",cp,0,7
2-s2.0-85091836229,"COMP,DECI,ENGI,PHYS",2020,192,"K-mean,mmWave,Obstacle detection",cp,1,9
2-s2.0-85091835800,"COMP,DECI,ENGI,PHYS",2020,182,"composite insulators,corona rings,electric field,field grading rings,finite element method",cp,1,7
2-s2.0-85091834556,"COMP,DECI,ENGI,PHYS",2020,178,"flywheel energy storage system,frequency regulation,islanded microgrid,load frequency control",cp,5,10
2-s2.0-85091816642,"COMP,DECI,ENGI,PHYS",2020,91,"IBM quantum computer,quantum adder circuit,quantum computer",cp,2,9
2-s2.0-85090668789,"COMP,CENG,ENGI",2020,156,"Aroma,Flavor profile,Lime,Non-volatile,Taste,Volatile",ar,3,33
2-s2.0-85090484750,"ENVI,CENG,EART,ENER,ENGI,COMP",2020,293,"FDCA derivatives,Heterogeneous catalyst,HMF,Oxidation,Pd/V2O5",ar,0,23
2-s2.0-85090230056,BUSI,2020,207,"Authenticity,Extraordinary experience,Foreign food consumption,Perceived value",ar,7,36
2-s2.0-85090112869,"COMP,ENGI",2020,182,,cp,5,9
2-s2.0-85089814799,"SOCI,ARTS",2020,0,,sh,0,
2-s2.0-85089667592,"SOCI,ARTS",2020,109,"COVID-19,Creativity,Music",ar,2,17
2-s2.0-85089656609,"SOCI,ARTS",2020,0,,ed,0,
2-s2.0-85089478551,"SOCI,ENER",2020,217,"Asia,Human development,Public spending on education,Quality of education,Trained teachers' availability",ar,0,45
2-s2.0-85089095075,MEDI,2020,298,"Children,Cycloplegic autorefractor,Cycloplegic retinoscopy,Manifest autorefractor,Refractive error,Subjective refraction",ar,1,17
2-s2.0-85088533574,"PHYS,MATH",2020,150,"Large detector systems for particle and astroparticle physics,Scintillators, scintillation and light emission processes (solid, gas and liquid scintillators)",ar,2,42
2-s2.0-85088524436,"PHYS,MATH",2020,122,"Large detector-systems performance,Pattern recognition, cluster finding, calibration and fitting methods",ar,79,107
2-s2.0-85088010057,"ENGI,PHYS,BUSI",2020,312,"Maintenance,Robot,Transmission line",ar,2,31
2-s2.0-85087989705,ECON,2020,167,"accruals,Global financial crisis,IFRS,real earnings management,U.S. GAAP",ar,1,41
2-s2.0-85087685144,CENG,2020,201,"Compact reactor,Ethanol steam reforming,Hydrogen production,Water gas shift",ar,2,33
2-s2.0-85087521126,"COMP,SOCI,ENER,ENGI,ENVI",2020,219,"Consumer behavior,Environmentally sustainable behavior,Green marketing,LED bulbs,Thailand,Theory of planned behavior",ar,14,51
2-s2.0-85087468816,"MEDI,IMMU",2020,168,"Covid-19,Olfaction,SAR-CoV-2,Smell,Taste",re,58,58
2-s2.0-85087444879,"SOCI,BIOC,AGRI,ENVI",2020,243,"Kaeng lawa sub-watershed,Khon kaen province,Land-use analysis,Morphometric,Watershed prioritization",ar,25,48
2-s2.0-85087379114,"MATE,PHYS,ENGI,CENG,COMP",2020,201,"Co-field treatment chamber,Elliptic insulator,Escherichia coli,Microbial inactivation,Pulsed electric field,Series electrodes",ar,3,36
2-s2.0-85087110424,AGRI,2020,264,,ar,28,71
2-s2.0-85087098461,"BIOC,AGRI,MULT",2020,312,,ar,9,52
2-s2.0-85087068036,PHYS,2020,124,"Duality in Gauge Field Theories,Supersym- metry and Duality,Supersymmetric Gauge Theory",ar,14,46
2-s2.0-85086939613,"ECON,BUSI,ENVI",2020,161,"Cadmium Uptake,Oryza sativa L,Pollution control,Swine bone",ar,0,26
2-s2.0-85086928014,PHYS,2020,140,"Hadron-Hadron scattering (experiments),Top physics",ar,11,94
2-s2.0-85086842475,MEDI,2020,318,"4-valent HPV vaccine,AS04-HPV-16/18 vaccine,HIV,HPV,Immunogenicity,Safety,Vaccine",ar,9,28
2-s2.0-85086783069,MULT,2020,277,"Basic fibroblast growth factor,Bioinformatics,Biomedical engineering,Cell biology,Molecular biology,Regenerative medicine,RNA sequencing,Stem cells isolated from human exfoliated deciduous teeth,Transcriptome,Transcriptomics",ar,7,57
2-s2.0-85086674941,"AGRI,NURS",2020,239,"CME,CPD,E-learning,Early nutrition,First 1000 days,Healthcare professionals,Lifelong health,Malnutrition,Southeast Asia",ar,2,11
2-s2.0-85086665105,MEDI,2020,375,"antiretroviral therapy,cardiovascular disease,cost-effectiveness,HIV,statin,Thailand",ar,4,79
2-s2.0-85086653931,MEDI,2020,295,"ABCB1 3435C>T,Efavirenz,HIV-1,Thai,Transporter gene",ar,0,32
2-s2.0-85086520072,MULT,2020,270,"Attitude,Bat,Belief,Conservation,Contact,Health sciences,Infectious disease,Interface,Perception,Public health,Religion,Sociology,Thailand",ar,7,24
2-s2.0-85086388647,PHYS,2020,187,"Electroweak interaction,Hadron-Hadron scattering (experiments)",ar,33,51
2-s2.0-85086372110,"ENVI,MEDI",2020,132,"Radon,Radon,RADUET,Thoron,Thoron discrimination",re,13,69
2-s2.0-85086174027,"CENG,ENVI",2020,181,"Acetaldehyde,Ethanol dehydrogenation,Mesocellular foam carbon,Solid catalysts",ar,17,55
2-s2.0-85086116863,"ENVI,MEDI",2020,224,"Heterophyidae,Minute intestinal flukes (MIF),Opisthorchiidae,Opisthorchis viverrini",ar,8,59
2-s2.0-85086097817,MULT,2020,90,"COVID-19,Dengue,Epidemiology,Infectious disease,Occupational health,Public health,SARS-CoV-2,Virology",ar,16,2
2-s2.0-85086027848,PHYS,2020,145,"Hadron-Hadron scattering (experiments),Particle and resonance production",ar,5,41
2-s2.0-85086018237,MEDI,2020,246,"asiaticoside,Centella asiatica,ECa 233,madecassoside,postlaser,wound",ar,16,26
2-s2.0-85086016803,ENVI,2020,179,"Industrial wastes,Olefin plant,Sustainability,Waste management,Waste utilization",ar,1,39
2-s2.0-85086008016,"BIOC,AGRI,MULT",2020,321,,ar,6,25
2-s2.0-85085997943,"AGRI,ENVI",2020,177,"Bryonolic acid,Callus,Cell suspension,Elicitors,Trichosanthes cucumerina L.",ar,10,35
2-s2.0-85085939784,ENGI,2020,123,"COVID-19,Novel Coronavirus 2019,Quantitative text analysis,Social networking services,Twitter",le,16,13
2-s2.0-85085925312,"ENVI,SOCI,EART",2020,211,"Field test,Geosynthetic,Numerical analysis,Rainfall,Soil Erosion,Vetiver",ar,14,44
2-s2.0-85085909424,"CHEM,BIOC,PHAR",2020,276,"Alpha-mangostin,Cellular membrane,Cyclodextrins,Drug penetration,Molecular dynamics,PMF,POPC",ar,9,67
2-s2.0-85085909187,VETE,2020,334,"Cattle,FMD,Model,Northern Thailand,Spatiotemporal cluster",ar,8,40
2-s2.0-85085871570,MULT,2020,178,"Analytical chemistry,Classical swine fever virus,Molecular imprinting,Quartz crystal microbalance",ar,19,29
2-s2.0-85085759402,MEDI,2020,218,"differentiation,embryoid body,pluripotency,reprogramming,stem cells",ar,0,43
2-s2.0-85085707047,ECON,2020,90,,ar,1,10
2-s2.0-85085692065,MEDI,2020,272,"antimicrobial,antimicrobial stewardship program,pediatric,point prevalence survey",ar,5,17
2-s2.0-85085643267,"MEDI,BIOC,IMMU",2020,160,"Chikungunya,Cytokine,Immune response",re,13,46
2-s2.0-85085537726,MEDI,2020,148,,ar,60,48
2-s2.0-85085342709,"MEDI,IMMU",2020,210,"Adiponectin,IL-6,Knee osteoarthritis,Poor physical performance,Sarcopenic obesity,Vitamin D",ar,5,35
2-s2.0-85085292251,ENVI,2020,235,"Diesel,HLB,Interfacial tension,Nonionic surfactant,Seed germination,Soil treatment",ar,9,31
2-s2.0-85085288667,MATH,2020,74,"generalized quotient space,hereditary class",ar,1,11
2-s2.0-85085270540,"MATE,CHEM",2020,139,"Crystallinity,Distillers grains,High-density polyethylene,Yield strength",ar,29,61
2-s2.0-85085215095,MEDI,2020,267,,ar,21,27
2-s2.0-85085135331,MEDI,2020,279,"acute kidney disease,acute kidney injury,biomarker,predict,recovery,sepsis",ar,34,34
2-s2.0-85085133058,DENT,2020,220,"Facial contour angle,Patient,Perception,Profile,Treatment need",ar,1,33
2-s2.0-85084894884,"BIOC,PHAR",2020,263,"24% Oral sucrose solution,Early feeding,High-risk infants,Neonatal hypoglycemia",ar,4,15
2-s2.0-85084830730,"MEDI,DENT,BIOC",2020,204,"Alveolar bone resorption,Green tea,Ligature,Mice,Periodontitis",ar,6,35
2-s2.0-85084680528,ENGI,2020,167,,ar,20,48
2-s2.0-85084590703,ENER,2020,195,"CFD model,Gasification,Imbert downdraft gasifier,Tar cracking reactions",ar,31,35
2-s2.0-85084563306,MATE,2020,211,"cellulose,composite,Hydrogel,interconnected layer,natural rubber",ar,4,28
2-s2.0-85084530038,MEDI,2020,124,,ar,1,10
2-s2.0-85084422497,"SOCI,COMP",2020,148,"Cognitive coaching,Personal learning network,PLN,Profession development",ar,1,30
2-s2.0-85084362531,"EART,AGRI",2020,131,"Camouflage,Ecto-parasite,Fionoidea,Pavona explanulata (Lamarck, 1816),Phestilla Bergh, 1874,Trinchesiidae",ar,15,111
2-s2.0-85084348441,"BIOC,AGRI",2020,112,"Alkaloids,Anti-human carbonic anhydrase isozyme II,Crinum asiaticum L. var. asiaticum,Glaucoma,Yeast-based assay",ar,4,35
2-s2.0-85084142278,"AGRI,ENGI",2020,275,"Dairy goat,Dietary cation and anion difference (DCAD),Dry matter intake,Leptin,Rumen fermentation",ar,0,29
2-s2.0-85084140033,"NEUR,PHAR",2020,305,"Biomarkers,Inflammation,Major depression,Neuroimmunomodulation,Oxidative stress,Psychoneuroimmunology",ar,9,90
2-s2.0-85084124815,AGRI,2020,302,"Goat,Nutrient digestibility,Oil palm frond,Oil palm meal,Ruminal fermentation",ar,2,35
2-s2.0-85084090176,BIOC,2020,160,"AKT,human monocyte-derived macrophage,IL-4,Notch signaling,PPARγ",ar,6,49
2-s2.0-85083902880,"PSYC,MEDI",2020,0,,le,29,6
2-s2.0-85083657674,ENGI,2020,207,"Logic tree,North-eastern Thailand,Phetchabun fault,Probabilistic seismic hazard assessment,Subduction zone,Thakhaek fault",ar,3,33
2-s2.0-85083575612,MEDI,2020,248,"Colistin,Multidrug-resistant bacteria,Paediatrics,Pharmacodynamics,Pharmacokinetics",ar,4,40
2-s2.0-85083201464,"AGRI,COMP",2020,209,"Evapotranspiration,Neuro fuzzy,Reference crop,Regression",ar,27,36
2-s2.0-85083173443,MEDI,2020,132,"clinical decision making,endoscopy",ar,233,37
2-s2.0-85083106466,ENGI,2020,187,"local control function,power flow algorithm,PV system,three-phase unbalanced distribution system",ar,3,12
2-s2.0-85083057481,"ENGI,MATH,ENER,ENVI",2020,194,"Bidding curve,Electric vehicles (EVs),Intelligent parking lot (IPL),Optimal energy management,Power price uncertainty,Robust optimization approach",ar,14,40
2-s2.0-85083057441,MATE,2020,166,"3D printed device,Colorimetric sensor,Kenaf bast,Kenaf cellulose fiber,Ni(ii),Wastewater",ar,12,31
2-s2.0-85083018342,MULT,2020,89,"Cell culture,Finite element analysis,Material constants,Polydimethysiloxane,Tensile stress",dp,2,6
2-s2.0-85083016362,"BIOC,MEDI",2020,133,"Cellular interference,CFNS,Craniosynostosis,de novo,Sporadic",ar,4,18
2-s2.0-85083006802,"PHAR,CHEM",2020,191,"Cycloguanil,Diaminodihydrotriazine,Dihydrofolate reductase,Malaria,Plasmodium falciparum,WR99210",ar,12,55
2-s2.0-85082961973,"ENER,ENGI",2020,309,"Demand response,Energy hub,Multi-carrier energy storage,P2G storage,Stochastic programming,Wind power",ar,71,43
2-s2.0-85082753428,"BIOC,ENVI",2020,197,"Dissolved organic nitrogen (DON),Fluorescence excitation-emission matrix (FEEM),Haloacetonitrile formation potential (HANFP),Nitrogenous disinfection by-products (N-DBPs),Vacuum ultraviolet (VUV)",ar,8,64
2-s2.0-85082501036,"BIOC,AGRI",2020,215,"Anti-cancer,Large single chain antibody,Plant-derived antibody,Transgenic plant",ar,4,27
2-s2.0-85082415211,"BIOC,MATE,CHEM,CENG",2020,208,"Chromium (VI),Electrodialysis,Ionic liquid,Polymer inclusion membrane (PIM),Transport mechanism",ar,24,53
2-s2.0-85082126650,MULT,2020,235,"16S rRNA gene,Anadara granosa,Bivalve,Blood cockle,Heavy metals,Metagenomics,Mollusc",dp,2,7
2-s2.0-85082114045,"CHEM,MATE",2020,154,"Cancer cells,Cytotoxicity,Electrical discharge plasma,Gold nanoparticles,N,O-carboxymethyl chitosan",ar,11,71
2-s2.0-85082109212,"ENGI,MATE",2020,195,,ar,2,49
2-s2.0-85081972169,"EART,COMP",2020,161,"Anisotropy,Foundations,Poroelasticity,Soil-structure interaction,Vibration",ar,29,50
2-s2.0-85081738635,"ENGI,EART,AGRI",2020,222,"Attenuation model,Northern Thailand,Peak ground acceleration,Spectral acceleration,Strong ground motion data",ar,20,39
2-s2.0-85081736212,AGRI,2020,186,"Biosynthetic pathway,Elicitation,Phytoestrogen,Pueraria mirifica",ar,12,16
2-s2.0-85081680001,MEDI,2020,182,"Episcleral venous pressure,Glaucoma,Secondary ocular hypertension,Strabismus surgery",ar,0,20
2-s2.0-85081674187,"BIOC,PHAR",2020,158,"Anti-tumor therapy,Bacterial vector,Breast cancer,Cancer vaccine,Delivery vehicle",re,18,111
2-s2.0-85081573227,"ENGI,SOCI,ENER",2020,155,"Constant power load (CPL),DC microgrid,fuel cell (FC),interleaved boost converter,passivity-based controller (PBC),port-controlled Hamiltonian (PCH),voltage regulation",ar,27,31
2-s2.0-85081565104,"PSYC,SOCI,ARTS",2020,151,"Anabolic-androgenic steroids,corpus-assisted discourse analysis,digital media,discursive strategies,ideological structures,Thailand",ar,0,40
2-s2.0-85080993398,"ENVI,ECON",2020,247,"3Rs,Bangkok,Food supply chain,Food waste (FW),Lifestyle",ar,31,65
2-s2.0-85080981131,BIOC,2020,195,"Chylomicron,Chylomicronemia,Lipoprotein lipase,LMF1,Triglyceride,Variants",ar,4,21
2-s2.0-85080142946,"BIOC,ECON,ENER",2020,122,"Block-wise glucan structure,Glucan polymers,Glucansucrase,Glucosyltransferase-SI,Leuconostoc citreum",ar,14,58
2-s2.0-85080132663,AGRI,2020,303,"Antioxidant system,ASA-GSH cycle,Methyl salicylate,Peel spotting,‘Sucrier’ banana",ar,31,87
2-s2.0-85080119008,BIOC,2020,203,"Cell–particle separation,Dielectrophoresis,Duty cycle,Microfluidic device,Red blood cell",ar,17,42
2-s2.0-85080100352,"BIOC,MEDI",2020,206,"Biallelic,Dentinogenesis imperfecta,Glycine,Monoalllelic,Osteogenesis imperfecta",ar,7,20
2-s2.0-85080041318,EART,2020,184,"Blattaria = Blattodea,Burmite,Fossil insect,Mesozoic,Nocticolidae",ar,29,82
2-s2.0-85080037401,"PHYS,ENGI",2020,197,"Fungi,Gas chromatography-mass spectrometry,Jasmine rice,Metal oxide sensors,Support vector machine",ar,43,46
2-s2.0-85079628447,CHEM,2020,158,"Diclofenac,Electrochemical sensor,Nanocomposite,Platinum nanoflowers,Platinum nanoparticle,Reduced graphene oxide",ar,22,48
2-s2.0-85079396021,"CENG,ENER",2020,124,"Catalytic cracking,Ethylene,n-Octane,Phosphorus modification,Propylene,ZSM-5 zeolite",ar,35,44
2-s2.0-85079395763,MEDI,2020,188,"Acute kidney injury,Acute kidney insufficiency,Biomarker,Effectiveness,Nephrotoxin,Real world data",ar,12,31
2-s2.0-85079364995,"MATE,PHYS,COMP,ENGI",2020,115,,ar,3,19
2-s2.0-85079240408,"MEDI,ENVI",2020,292,"diagnostic radiology,exposure, occupational,exposure, personnel,radiation protection",ar,8,24
2-s2.0-85079157456,"MEDI,IMMU",2020,0,,le,16,10
2-s2.0-85079134341,MEDI,2020,421,"Adeno-associated virus,Antisense oligonucleotide,Combinatorial therapy,Myostatin inhibition,Myostatin propeptide,Spinal muscular atrophy,Survival of motor neuron 1 gene",ar,38,51
2-s2.0-85078197708,MEDI,2020,283,"activities of daily living,acupuncture,Barthel index,Kaplan–Meier analysis,stroke",ar,2,14
2-s2.0-85078049766,"MATH,COMP",2020,187,"Block Lanczos,Eigenvalue problem,Free vibration,Matrix tridiagonalization,Orthogonality",ar,2,25
2-s2.0-85078028136,"CHEM,AGRI",2020,155,"Acenapthalene (PubChem CID: 9161),Benzo[a]pyrene (PubChem CID: 2336),Benz[a]anthracene (PubChem CID: 5954),Box-Behnken design,Ferrofluid,Fluoranthene (PubChem CID: 9154),Fluorene (PubChem CID: 6853),Gas chromatography-flame ionization detector,Phenanthrene (PubChem CID: 995),Polycyclic aromatic hydrocarbons,Pyrene (PubChem CID: 31423),Supramolecular solvents",ar,34,48
2-s2.0-85077841779,MEDI,2020,150,"distal biliary stricture,endoscopic retrograde cholangiopancreatography,endosonography,stents",re,54,121
2-s2.0-85077704614,MEDI,2020,343,,cp,6,30
2-s2.0-85077366164,"BIOC,AGRI",2020,224,"Campylobacter,Chicken carcass,Decontamination,Ultrasonication,Vacuum",ar,9,42
2-s2.0-85077244223,MEDI,2020,255,"Influenza-like illness,Respiratory virus,Viral shedding",ar,8,11
2-s2.0-85076981404,"HEAL,MEDI",2020,111,"EMG,Lipid Storage Myopathy,MADD,Riboflavin",cp,2,22
2-s2.0-85076850491,"SOCI,ECON,BUSI,DECI",2020,250,"Classification analysis,Cluster analysis,Corruption perceptions index,Importance performance map analysis,PLS-SEM",ar,16,58
